date,flu,isPartial
2012-01-01,51,False
2012-01-08,0,False
2012-01-15,0,False
2012-01-22,0,False
2012-01-29,56,False
2012-02-05,0,False
2012-02-12,0,False
2012-02-19,0,False
2012-02-26,0,False
2012-03-04,0,False
2012-03-11,0,False
2012-03-18,0,False
2012-03-25,0,False
2012-04-01,0,False
2012-04-08,0,False
2012-04-15,0,False
2012-04-22,0,False
2012-04-29,52,False
2012-05-06,0,False
2012-05-13,0,False
2012-05-20,0,False
2012-05-27,50,False
2012-06-03,0,False
2012-06-10,0,False
2012-06-17,100,False
2012-06-24,52,False
2012-07-01,0,False
2012-07-08,0,False
2012-07-15,0,False
2012-07-22,0,False
2012-07-29,0,False
2012-08-05,52,False
2012-08-12,0,False
2012-08-19,51,False
2012-08-26,44,False
2012-09-02,0,False
2012-09-09,0,False
2012-09-16,50,False
2012-09-23,48,False
2012-09-30,48,False
2012-10-07,0,False
2012-10-14,0,False
2012-10-21,0,False
2012-10-28,46,False
2012-11-04,0,False
2012-11-11,0,False
2012-11-18,0,False
2012-11-25,0,False
2012-12-02,0,False
2012-12-09,0,False
2012-12-16,71,False
2012-12-23,0,False
2012-12-30,0,False
2013-01-06,58,False
2013-01-13,0,False
2013-01-20,0,False
2013-01-27,0,False
2013-02-03,50,False
2013-02-10,49,False
2013-02-17,49,False
2013-02-24,93,False
2013-03-03,90,False
2013-03-10,0,False
2013-03-17,0,False
2013-03-24,0,False
2013-03-31,0,False
2013-04-07,0,False
2013-04-14,50,False
2013-04-21,0,False
2013-04-28,0,False
2013-05-05,0,False
2013-05-12,100,False
2013-05-19,50,False
2013-05-26,44,False
2013-06-02,0,False
2013-06-09,0,False
2013-06-16,0,False
2013-06-23,0,False
2013-06-30,0,False
2013-07-07,0,False
2013-07-14,0,False
2013-07-21,43,False
2013-07-28,0,False
2013-08-04,43,False
2013-08-11,0,False
2013-08-18,0,False
2013-08-25,0,False
2013-09-01,0,False
2013-09-08,40,False
2013-09-15,0,False
2013-09-22,0,False
2013-09-29,0,False
2013-10-06,0,False
2013-10-13,42,False
2013-10-20,0,False
2013-10-27,0,False
2013-11-03,47,False
2013-11-10,41,False
2013-11-17,0,False
2013-11-24,0,False
2013-12-01,0,False
2013-12-08,0,False
2013-12-15,0,False
2013-12-22,0,False
2013-12-29,0,False
2014-01-05,61,False
2014-01-12,0,False
2014-01-19,0,False
2014-01-26,0,False
2014-02-02,67,False
2014-02-09,0,False
2014-02-16,0,False
2014-02-23,0,False
2014-03-02,0,False
2014-03-09,0,False
2014-03-16,63,False
2014-03-23,0,False
2014-03-30,0,False
2014-04-06,0,False
2014-04-13,56,False
2014-04-20,0,False
2014-04-27,0,False
2014-05-04,0,False
2014-05-11,15,False
2014-05-18,0,False
2014-05-25,0,False
2014-06-01,0,False
2014-06-08,0,False
2014-06-15,0,False
2014-06-22,56,False
2014-06-29,54,False
2014-07-06,0,False
2014-07-13,0,False
2014-07-20,51,False
2014-07-27,0,False
2014-08-03,100,False
2014-08-10,0,False
2014-08-17,0,False
2014-08-24,46,False
2014-08-31,0,False
2014-09-07,46,False
2014-09-14,46,False
2014-09-21,70,False
2014-09-28,0,False
2014-10-05,82,False
2014-10-12,49,False
2014-10-19,0,False
2014-10-26,50,False
2014-11-02,52,False
2014-11-09,0,False
2014-11-16,54,False
2014-11-23,55,False
2014-11-30,58,False
2014-12-07,0,False
2014-12-14,62,False
2014-12-21,65,False
2014-12-28,64,False
2015-01-04,4,False
2015-01-11,6,False
2015-01-18,8,False
2015-01-25,8,False
2015-02-01,13,False
2015-02-08,31,False
2015-02-15,86,False
2015-02-22,100,False
2015-03-01,35,False
2015-03-08,23,False
2015-03-15,16,False
2015-03-22,10,False
2015-03-29,6,False
2015-04-05,7,False
2015-04-12,3,False
2015-04-19,0,False
2015-04-26,5,False
2015-05-03,3,False
2015-05-10,0,False
2015-05-17,4,False
2015-05-24,3,False
2015-05-31,4,False
2015-06-07,7,False
2015-06-14,0,False
2015-06-21,3,False
2015-06-28,3,False
2015-07-05,3,False
2015-07-12,3,False
2015-07-19,0,False
2015-07-26,0,False
2015-08-02,0,False
2015-08-09,3,False
2015-08-16,5,False
2015-08-23,0,False
2015-08-30,3,False
2015-09-06,3,False
2015-09-13,3,False
2015-09-20,0,False
2015-09-27,0,False
2015-10-04,3,False
2015-10-11,5,False
2015-10-18,0,False
2015-10-25,3,False
2015-11-01,2,False
2015-11-08,3,False
2015-11-15,2,False
2015-11-22,3,False
2015-11-29,4,False
2015-12-06,3,False
2015-12-13,3,False
2015-12-20,0,False
2015-12-27,3,False
2016-01-03,55,False
2016-01-10,54,False
2016-01-17,0,False
2016-01-24,50,False
2016-01-31,100,False
2016-02-07,48,False
2016-02-14,71,False
2016-02-21,95,False
2016-02-28,96,False
2016-03-06,97,False
2016-03-13,94,False
2016-03-20,0,False
2016-03-27,94,False
2016-04-03,48,False
2016-04-10,98,False
2016-04-17,48,False
2016-04-24,48,False
2016-05-01,48,False
2016-05-08,47,False
2016-05-15,0,False
2016-05-22,68,False
2016-05-29,0,False
2016-06-05,47,False
2016-06-12,0,False
2016-06-19,0,False
2016-06-26,40,False
2016-07-03,41,False
2016-07-10,44,False
2016-07-17,0,False
2016-07-24,86,False
2016-07-31,46,False
2016-08-07,50,False
2016-08-14,50,False
2016-08-21,39,False
2016-08-28,29,False
2016-09-04,0,False
2016-09-11,29,False
2016-09-18,29,False
2016-09-25,20,False
2016-10-02,19,False
2016-10-09,38,False
2016-10-16,25,False
2016-10-23,38,False
2016-10-30,31,False
2016-11-06,22,False
2016-11-13,62,False
2016-11-20,61,False
2016-11-27,30,False
2016-12-04,33,False
2016-12-11,0,False
2016-12-18,0,False
2016-12-25,29,False
2017-01-01,0,False
2017-01-08,0,False
2017-01-15,21,False
2017-01-22,14,False
2017-01-29,26,False
2017-02-05,12,False
2017-02-12,0,False
2017-02-19,14,False
2017-02-26,53,False
2017-03-05,14,False
2017-03-12,16,False
2017-03-19,0,False
2017-03-26,13,False
2017-04-02,13,False
2017-04-09,0,False
2017-04-16,16,False
2017-04-23,10,False
2017-04-30,32,False
2017-05-07,11,False
2017-05-14,11,False
2017-05-21,15,False
2017-05-28,26,False
2017-06-04,12,False
2017-06-11,14,False
2017-06-18,6,False
2017-06-25,5,False
